ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
14491,34,services,married,secondary,no,0,yes,no,cellular,14,jul,78,4,-1,0,unknown
22894,34,management,married,tertiary,no,224,no,no,cellular,25,aug,108,5,-1,0,unknown
44472,32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other
23579,37,management,married,secondary,no,859,no,no,cellular,28,aug,246,15,-1,0,unknown
5076,34,blue-collar,married,secondary,no,223,yes,no,unknown,21,may,91,3,-1,0,unknown
24646,43,management,married,tertiary,no,1781,no,no,cellular,17,nov,69,2,-1,0,unknown
10179,49,blue-collar,divorced,secondary,no,1869,no,yes,unknown,11,jun,257,1,-1,0,unknown
4159,41,services,single,secondary,no,197,yes,no,unknown,19,may,112,1,-1,0,unknown
39237,59,retired,divorced,primary,no,47,yes,no,telephone,18,may,110,3,374,1,failure
2314,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown
22231,44,management,married,tertiary,no,7635,no,no,cellular,21,aug,719,5,-1,0,unknown
13926,37,blue-collar,divorced,secondary,yes,-54,yes,no,cellular,10,jul,573,6,-1,0,unknown
44299,33,services,single,unknown,no,2297,no,no,cellular,27,jul,527,1,-1,0,unknown
7944,53,blue-collar,married,secondary,no,1103,yes,yes,unknown,30,may,163,4,-1,0,unknown
28462,31,services,single,secondary,no,1015,no,no,cellular,29,jan,100,1,-1,0,unknown
23574,41,technician,married,secondary,no,1946,no,no,cellular,28,aug,327,9,-1,0,unknown
1216,46,blue-collar,married,primary,no,45,yes,no,unknown,8,may,235,1,-1,0,unknown
25440,33,blue-collar,married,primary,no,3074,no,no,cellular,18,nov,679,1,-1,0,unknown
4870,31,blue-collar,married,secondary,no,1914,yes,no,unknown,21,may,192,1,-1,0,unknown
18741,37,technician,married,tertiary,no,4439,yes,no,cellular,31,jul,70,29,-1,0,unknown
24667,50,admin.,divorced,tertiary,no,66,yes,no,cellular,17,nov,77,2,-1,0,unknown
34480,46,admin.,married,secondary,no,3145,yes,no,cellular,5,may,28,1,-1,0,unknown
10280,53,self-employed,divorced,tertiary,no,1841,no,no,unknown,12,jun,403,5,-1,0,unknown
40029,56,retired,married,primary,no,1947,no,no,cellular,3,jun,124,1,34,2,failure
17324,32,technician,single,tertiary,no,849,yes,no,cellular,28,jul,289,5,-1,0,unknown
37195,36,blue-collar,married,secondary,no,1969,yes,yes,cellular,13,may,87,1,-1,0,unknown
16596,51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,-1,0,unknown
3212,47,management,divorced,tertiary,no,107,no,no,unknown,15,may,246,1,-1,0,unknown
2222,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown
18816,38,admin.,married,secondary,no,47,yes,yes,cellular,31,jul,50,11,-1,0,unknown
41030,66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown
18953,52,management,married,tertiary,no,809,no,no,cellular,4,aug,121,1,-1,0,unknown
42713,39,management,married,tertiary,no,1802,no,no,cellular,25,jan,129,2,97,2,failure
12581,56,entrepreneur,married,secondary,no,938,no,yes,unknown,3,jul,202,2,-1,0,unknown
16798,45,admin.,single,secondary,no,757,yes,yes,cellular,24,jul,144,3,-1,0,unknown
16839,25,management,single,secondary,no,1272,yes,no,cellular,24,jul,342,2,-1,0,unknown
18958,49,services,married,secondary,no,1122,no,no,cellular,4,aug,143,1,-1,0,unknown
37755,31,blue-collar,married,secondary,no,625,yes,no,cellular,14,may,137,3,-1,0,unknown
20446,35,management,married,tertiary,no,1383,no,no,cellular,12,aug,143,2,-1,0,unknown
45137,53,self-employed,married,tertiary,no,730,yes,no,unknown,2,nov,18,1,368,2,failure
5347,40,services,divorced,secondary,no,5745,yes,yes,unknown,23,may,37,1,-1,0,unknown
2276,45,blue-collar,married,secondary,no,27,yes,no,unknown,12,may,299,5,-1,0,unknown
36426,31,entrepreneur,married,secondary,no,162,yes,yes,cellular,11,may,0,2,-1,0,unknown
14778,28,services,single,secondary,no,0,no,yes,cellular,16,jul,133,1,-1,0,unknown
31120,68,retired,married,secondary,no,445,no,no,cellular,18,feb,475,1,-1,0,unknown
24598,34,management,single,tertiary,no,2347,no,yes,cellular,17,nov,555,1,-1,0,unknown
11165,58,housemaid,married,primary,no,0,no,no,unknown,18,jun,37,1,-1,0,unknown
22694,38,management,divorced,tertiary,no,2350,no,no,cellular,25,aug,234,12,-1,0,unknown
31393,46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,-1,0,unknown
4002,32,services,single,secondary,no,358,yes,no,unknown,16,may,1144,3,-1,0,unknown
44851,36,management,single,tertiary,no,5958,yes,no,cellular,22,sep,155,1,184,1,success
30033,53,blue-collar,married,primary,no,2135,no,no,cellular,4,feb,152,2,-1,0,unknown
8050,37,services,married,secondary,no,741,yes,no,unknown,2,jun,88,2,-1,0,unknown
23713,52,blue-collar,married,primary,no,-490,yes,yes,cellular,28,aug,74,10,-1,0,unknown
11841,43,admin.,married,secondary,no,506,no,no,unknown,20,jun,398,1,-1,0,unknown
3943,41,technician,married,secondary,no,493,yes,no,unknown,16,may,130,3,-1,0,unknown
22830,39,self-employed,married,secondary,no,454,yes,no,cellular,25,aug,171,8,-1,0,unknown
22753,34,technician,married,tertiary,no,11126,no,no,cellular,25,aug,140,4,-1,0,unknown
27567,30,blue-collar,single,secondary,no,2380,no,no,cellular,21,nov,95,3,-1,0,unknown
11246,52,management,married,tertiary,no,1147,no,no,unknown,18,jun,43,1,-1,0,unknown
10413,56,retired,married,primary,no,133,no,yes,unknown,12,jun,322,2,-1,0,unknown
21228,35,technician,married,secondary,no,-1041,yes,yes,cellular,18,aug,105,4,-1,0,unknown
7857,46,entrepreneur,married,secondary,no,1375,yes,no,unknown,30,may,170,7,-1,0,unknown
18498,33,blue-collar,single,secondary,no,5,yes,no,cellular,31,jul,188,3,-1,0,unknown
3831,33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown
9626,45,blue-collar,married,secondary,no,22928,no,no,unknown,6,jun,113,1,-1,0,unknown
28361,28,blue-collar,married,secondary,no,255,yes,no,cellular,29,jan,602,2,-1,0,unknown
24328,30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure
18235,33,management,married,tertiary,no,89,yes,no,cellular,30,jul,61,4,-1,0,unknown
32475,33,blue-collar,married,secondary,no,7048,yes,no,cellular,17,apr,71,2,-1,0,unknown
42669,36,admin.,married,unknown,no,991,no,no,cellular,14,jan,589,2,-1,0,unknown
12794,46,technician,married,secondary,no,967,no,no,cellular,7,jul,248,3,-1,0,unknown
26149,32,blue-collar,single,primary,no,1959,no,no,cellular,20,nov,348,3,-1,0,unknown
14902,57,admin.,divorced,secondary,no,1403,yes,no,cellular,16,jul,547,2,-1,0,unknown
35154,34,unemployed,married,secondary,no,2173,yes,yes,cellular,7,may,370,1,-1,0,unknown
35725,46,blue-collar,married,primary,no,9083,yes,no,cellular,8,may,389,1,-1,0,unknown
41369,30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219,1,157,12,failure
28741,38,management,divorced,tertiary,no,76,no,no,cellular,30,jan,220,3,-1,0,unknown
36335,43,blue-collar,married,primary,no,1579,yes,no,telephone,11,may,176,1,284,4,other
30479,39,management,married,tertiary,no,2976,no,no,cellular,5,feb,134,12,-1,0,unknown
24023,37,technician,married,secondary,no,41,no,no,cellular,29,aug,127,5,-1,0,unknown
27182,34,blue-collar,single,secondary,no,1423,yes,no,cellular,21,nov,55,2,-1,0,unknown
21877,44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown
38838,31,admin.,single,secondary,no,-449,yes,no,cellular,18,may,197,1,355,2,failure
18541,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461,6,-1,0,unknown
35531,32,blue-collar,single,secondary,no,567,yes,no,cellular,7,may,275,2,342,4,other
30020,34,admin.,divorced,secondary,no,531,no,no,cellular,4,feb,279,1,-1,0,unknown
26286,45,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,20,nov,157,1,-1,0,unknown
41744,27,admin.,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success
25853,44,management,single,tertiary,yes,12,yes,no,cellular,19,nov,126,2,-1,0,unknown
13774,59,management,married,secondary,no,32,no,no,telephone,10,jul,121,1,-1,0,unknown
18674,51,management,married,tertiary,no,1990,no,no,telephone,31,jul,251,5,-1,0,unknown
38902,42,blue-collar,single,unknown,no,961,yes,no,cellular,18,may,10,6,354,1,failure
31952,35,technician,married,secondary,no,327,yes,no,cellular,13,apr,537,3,-1,0,unknown
16901,37,services,married,secondary,no,775,no,yes,cellular,25,jul,1000,1,-1,0,unknown
28201,59,technician,divorced,secondary,no,-296,no,yes,cellular,29,jan,34,1,-1,0,unknown
8291,27,technician,single,secondary,no,1,yes,no,unknown,2,jun,261,8,-1,0,unknown
22795,44,technician,divorced,secondary,no,242,no,no,cellular,25,aug,69,4,-1,0,unknown
6670,49,blue-collar,married,secondary,no,579,yes,no,unknown,28,may,396,1,-1,0,unknown
15885,47,management,married,tertiary,no,393,yes,yes,cellular,21,jul,419,2,-1,0,unknown
6704,46,admin.,married,secondary,no,-363,yes,yes,unknown,28,may,236,1,-1,0,unknown
41666,48,management,married,tertiary,no,3842,no,no,cellular,1,oct,168,1,122,2,success
38320,42,entrepreneur,married,tertiary,no,34,yes,no,cellular,15,may,272,1,-1,0,unknown
39014,42,management,married,unknown,no,933,no,no,cellular,18,may,212,1,-1,0,unknown
34084,58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,-1,0,unknown
37560,56,blue-collar,married,secondary,no,126,no,no,cellular,14,may,113,2,-1,0,unknown
38585,33,management,married,tertiary,no,3301,yes,no,cellular,15,may,536,2,-1,0,unknown
8658,37,admin.,married,secondary,no,1345,yes,no,unknown,3,jun,59,2,-1,0,unknown
16543,57,services,married,secondary,no,204,no,no,telephone,24,jul,70,3,-1,0,unknown
25952,47,blue-collar,divorced,primary,no,551,yes,no,cellular,19,nov,662,2,-1,0,unknown
25890,34,housemaid,married,tertiary,no,4958,yes,no,cellular,19,nov,175,1,183,1,failure
14452,50,management,married,tertiary,no,305,yes,no,telephone,14,jul,111,3,-1,0,unknown
32531,46,blue-collar,married,secondary,no,450,yes,no,cellular,17,apr,198,1,-1,0,unknown
24583,43,technician,single,unknown,no,572,no,no,cellular,17,nov,80,2,-1,0,unknown
7443,47,blue-collar,married,secondary,no,762,yes,no,unknown,29,may,56,3,-1,0,unknown
7626,36,services,married,secondary,no,-260,yes,no,unknown,30,may,91,2,-1,0,unknown
29075,36,management,married,tertiary,no,763,no,no,cellular,2,feb,50,1,-1,0,unknown
18566,49,services,married,secondary,no,4697,yes,no,cellular,31,jul,66,1,-1,0,unknown
3927,55,management,single,tertiary,no,1464,yes,no,unknown,16,may,92,1,-1,0,unknown
22853,31,management,married,tertiary,no,29230,no,no,cellular,25,aug,50,9,-1,0,unknown
38534,34,management,single,tertiary,no,2360,yes,no,cellular,15,may,137,2,176,1,failure
39129,36,admin.,single,secondary,no,319,yes,no,cellular,18,may,120,2,-1,0,unknown
27587,34,technician,divorced,secondary,no,44,yes,yes,cellular,21,nov,244,2,-1,0,unknown
11116,51,retired,married,primary,no,67,no,no,unknown,18,jun,835,1,-1,0,unknown
24590,37,services,married,secondary,yes,-954,yes,no,cellular,17,nov,69,1,180,3,failure
25725,53,management,married,tertiary,no,8093,no,no,cellular,19,nov,93,1,-1,0,unknown
12380,57,blue-collar,married,primary,no,-238,no,no,unknown,27,jun,79,1,-1,0,unknown
32243,29,blue-collar,single,secondary,no,13654,yes,yes,cellular,16,apr,528,1,-1,0,unknown
23119,31,technician,single,tertiary,no,25,no,no,cellular,26,aug,265,16,-1,0,unknown
25047,49,self-employed,married,tertiary,no,8142,no,no,telephone,18,nov,500,1,-1,0,unknown
27337,31,services,married,secondary,no,851,yes,no,cellular,21,nov,158,1,-1,0,unknown
5039,31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown
1021,36,entrepreneur,married,tertiary,no,1722,yes,no,unknown,7,may,349,2,-1,0,unknown
32794,36,self-employed,married,secondary,no,351,yes,no,cellular,17,apr,1554,3,343,2,failure
4828,40,blue-collar,married,primary,no,1136,yes,no,unknown,21,may,86,1,-1,0,unknown
30559,37,blue-collar,single,secondary,no,111,yes,no,cellular,5,feb,60,2,272,2,failure
3968,40,blue-collar,married,secondary,no,1161,yes,yes,unknown,16,may,292,8,-1,0,unknown
16667,26,entrepreneur,single,secondary,no,87,yes,no,cellular,24,jul,225,1,-1,0,unknown
16330,44,housemaid,married,primary,no,26,yes,no,cellular,23,jul,952,2,-1,0,unknown
13838,41,blue-collar,married,secondary,no,393,yes,yes,cellular,10,jul,122,1,-1,0,unknown
27723,32,management,single,tertiary,no,2223,no,no,unknown,9,dec,10,1,-1,0,unknown
23950,32,management,single,tertiary,no,258,yes,no,cellular,29,aug,131,4,-1,0,unknown
5992,33,admin.,single,secondary,no,4436,yes,no,unknown,26,may,81,6,-1,0,unknown
17666,48,blue-collar,single,primary,no,755,yes,no,cellular,29,jul,65,2,-1,0,unknown
42497,34,management,married,tertiary,no,2037,no,no,cellular,15,dec,324,2,-1,0,unknown
25681,44,admin.,married,tertiary,no,688,no,no,telephone,19,nov,274,1,-1,0,unknown
21540,44,technician,single,secondary,no,54,no,yes,cellular,19,aug,199,2,-1,0,unknown
26581,32,services,married,secondary,no,983,yes,no,cellular,20,nov,500,2,133,1,failure
15768,48,technician,married,secondary,no,0,yes,no,cellular,21,jul,112,1,-1,0,unknown
8935,39,admin.,married,secondary,no,1577,yes,no,unknown,4,jun,282,15,-1,0,unknown
22208,43,technician,married,tertiary,no,226,no,no,cellular,21,aug,156,6,-1,0,unknown
32424,30,technician,single,secondary,no,411,yes,no,cellular,16,apr,948,1,-1,0,unknown
4154,46,blue-collar,single,primary,no,2851,yes,no,unknown,19,may,122,2,-1,0,unknown
45101,34,blue-collar,married,secondary,no,152,no,no,cellular,25,oct,275,1,-1,0,unknown
4731,27,technician,single,secondary,no,8,yes,no,unknown,20,may,777,3,-1,0,unknown
31589,55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,failure
38723,32,self-employed,married,secondary,no,329,yes,no,telephone,15,may,166,4,-1,0,unknown
24685,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure
23126,39,technician,single,secondary,no,69,no,no,cellular,26,aug,183,3,-1,0,unknown
39121,26,blue-collar,married,primary,no,595,yes,yes,cellular,18,may,222,3,-1,0,unknown
32183,37,blue-collar,single,tertiary,no,3649,yes,no,cellular,15,apr,623,2,146,4,failure
14541,34,services,married,secondary,no,1005,yes,no,cellular,15,jul,274,3,-1,0,unknown
43556,77,retired,married,unknown,no,992,no,no,cellular,27,apr,147,2,182,2,failure
1908,26,technician,married,secondary,no,47,yes,no,unknown,9,may,282,2,-1,0,unknown
24530,37,blue-collar,married,secondary,no,22341,yes,no,cellular,17,nov,175,1,-1,0,unknown
8628,31,admin.,single,secondary,no,678,yes,no,unknown,3,jun,117,4,-1,0,unknown
7876,40,admin.,married,secondary,no,1538,yes,no,unknown,30,may,390,2,-1,0,unknown
22489,47,housemaid,divorced,secondary,no,26,no,no,cellular,22,aug,48,4,-1,0,unknown
25370,34,technician,single,tertiary,no,2047,yes,no,cellular,18,nov,72,2,113,5,failure
5305,30,management,single,tertiary,no,1243,yes,no,unknown,23,may,135,1,-1,0,unknown
28263,34,technician,married,tertiary,no,16992,yes,no,cellular,29,jan,71,1,245,1,failure
42316,62,technician,married,secondary,no,135,yes,no,telephone,16,nov,446,13,96,1,other
16756,49,technician,divorced,secondary,no,-39,yes,yes,cellular,24,jul,147,3,-1,0,unknown
7726,45,services,married,secondary,no,475,yes,no,unknown,30,may,230,2,-1,0,unknown
43968,30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,1407,1,-1,0,unknown
33522,58,services,divorced,secondary,no,739,yes,no,cellular,20,apr,304,7,335,5,failure
12060,44,technician,married,secondary,no,5597,no,no,unknown,20,jun,27,3,-1,0,unknown
25476,36,management,married,tertiary,no,3839,no,no,cellular,19,nov,146,1,-1,0,unknown
44314,55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,340,1,91,2,success
29020,39,technician,married,secondary,no,186,no,no,cellular,2,feb,171,1,-1,0,unknown
2017,37,management,married,tertiary,no,-120,yes,no,unknown,9,may,77,2,-1,0,unknown
24187,51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure
27980,32,management,married,tertiary,no,393,no,no,cellular,28,jan,458,2,-1,0,unknown
9229,57,self-employed,single,secondary,no,3277,no,no,unknown,5,jun,127,4,-1,0,unknown
32738,30,blue-collar,married,secondary,no,1171,yes,no,cellular,17,apr,45,7,324,2,failure
15465,33,technician,single,tertiary,no,1393,yes,no,cellular,18,jul,1127,3,-1,0,unknown
23820,53,admin.,married,secondary,no,578,no,no,cellular,29,aug,59,2,-1,0,unknown
20667,37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664,3,-1,0,unknown
35462,26,blue-collar,single,secondary,no,311,yes,no,cellular,7,may,798,2,-1,0,unknown
2888,46,blue-collar,married,secondary,no,1733,yes,no,unknown,14,may,546,1,-1,0,unknown
10283,49,unknown,married,primary,no,142,no,no,unknown,12,jun,90,3,-1,0,unknown
4406,37,management,divorced,tertiary,no,42,yes,yes,unknown,20,may,125,4,-1,0,unknown
11259,50,unknown,married,unknown,no,200,no,no,unknown,18,jun,18,6,-1,0,unknown
4430,31,student,single,secondary,no,368,yes,no,unknown,20,may,81,1,-1,0,unknown
31356,37,admin.,single,tertiary,no,1000,yes,no,cellular,17,mar,195,1,-1,0,unknown
37769,32,blue-collar,married,secondary,no,-103,yes,no,cellular,14,may,298,1,-1,0,unknown
14485,39,technician,married,tertiary,no,0,yes,no,cellular,14,jul,894,7,-1,0,unknown
41052,69,retired,married,primary,no,579,no,no,cellular,14,aug,230,1,-1,0,unknown
41995,53,unknown,married,primary,no,732,no,no,cellular,27,oct,759,2,-1,0,unknown
18894,49,blue-collar,married,primary,no,364,no,no,cellular,4,aug,134,1,-1,0,unknown
1957,51,management,married,tertiary,no,91,yes,no,unknown,9,may,178,2,-1,0,unknown
17500,44,blue-collar,married,secondary,no,337,yes,no,telephone,28,jul,257,3,-1,0,unknown
34022,24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,354,1,-1,0,unknown
41301,25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown
20877,51,blue-collar,married,primary,no,3754,no,yes,cellular,13,aug,202,3,-1,0,unknown
34898,42,technician,single,tertiary,no,-380,yes,no,cellular,6,may,413,1,294,1,other
30207,45,retired,married,secondary,no,900,yes,no,cellular,5,feb,508,4,266,4,other
12968,58,blue-collar,married,primary,no,853,no,no,cellular,7,jul,317,3,-1,0,unknown
42538,34,admin.,single,secondary,no,303,no,no,cellular,21,dec,94,3,200,6,success
35202,30,technician,married,secondary,no,3875,yes,no,cellular,7,may,131,1,338,2,other
25698,48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,unknown
30932,48,technician,married,tertiary,no,150,yes,no,cellular,9,feb,168,2,203,7,failure
19904,50,technician,married,secondary,no,315,no,no,cellular,8,aug,363,10,-1,0,unknown
17580,41,services,married,unknown,no,1538,no,no,cellular,29,jul,710,2,-1,0,unknown
27550,37,technician,single,secondary,no,363,yes,no,cellular,21,nov,39,4,182,3,failure
5649,38,technician,single,secondary,no,283,yes,no,unknown,26,may,193,1,-1,0,unknown
25196,39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown
19063,58,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186,4,-1,0,unknown
41328,32,management,married,tertiary,no,937,no,no,cellular,28,aug,90,1,94,2,failure
2188,30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,-1,0,unknown
32965,27,unemployed,married,secondary,no,724,yes,yes,cellular,17,apr,200,3,-1,0,unknown
20982,35,technician,single,secondary,no,1717,no,no,cellular,14,aug,206,2,-1,0,unknown
10490,40,services,married,secondary,no,2346,no,no,unknown,16,jun,182,3,-1,0,unknown
6232,29,services,married,secondary,no,1057,yes,no,unknown,27,may,179,1,-1,0,unknown
41018,35,admin.,single,tertiary,no,4233,no,no,cellular,13,aug,135,2,-1,0,unknown
8930,29,blue-collar,single,secondary,no,735,yes,no,unknown,4,jun,130,3,-1,0,unknown
39012,52,admin.,single,unknown,no,872,yes,no,telephone,18,may,82,6,335,1,other
13538,45,admin.,married,secondary,no,335,no,no,cellular,9,jul,89,3,-1,0,unknown
33858,31,management,single,tertiary,no,4319,yes,no,cellular,29,apr,153,4,161,1,failure
176,53,admin.,divorced,secondary,no,1151,yes,no,unknown,5,may,412,1,-1,0,unknown
31885,34,blue-collar,married,primary,no,1451,yes,no,cellular,9,apr,765,3,-1,0,unknown
22749,30,management,married,tertiary,no,42,no,no,cellular,25,aug,115,6,-1,0,unknown
31062,37,technician,married,tertiary,no,127,yes,no,cellular,13,feb,71,1,-1,0,unknown
42636,87,retired,married,primary,no,2190,no,no,telephone,12,jan,512,2,-1,0,unknown
18007,54,admin.,divorced,secondary,no,1383,yes,yes,cellular,30,jul,622,4,-1,0,unknown
21522,53,management,married,tertiary,no,210,no,no,cellular,19,aug,96,2,-1,0,unknown
20457,34,management,single,tertiary,no,1009,yes,no,cellular,12,aug,68,2,-1,0,unknown
19793,32,management,married,tertiary,no,1388,no,no,cellular,8,aug,161,6,-1,0,unknown
39428,57,technician,married,secondary,no,573,yes,yes,cellular,22,may,105,2,-1,0,unknown
31202,42,services,married,secondary,no,1376,yes,no,cellular,2,mar,712,4,-1,0,unknown
39073,26,blue-collar,single,primary,no,37,yes,no,cellular,18,may,121,5,-1,0,unknown
13643,39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,446,1,-1,0,unknown
26787,41,blue-collar,married,primary,no,3803,yes,no,cellular,20,nov,611,3,-1,0,unknown
19445,51,blue-collar,married,primary,no,7098,no,no,cellular,6,aug,1471,7,-1,0,unknown
11390,38,management,married,tertiary,yes,-1007,yes,yes,unknown,19,jun,71,1,-1,0,unknown
26699,43,self-employed,married,primary,no,5039,no,no,cellular,20,nov,227,1,-1,0,unknown
27643,36,management,single,tertiary,no,339,no,no,cellular,21,nov,6,6,-1,0,unknown
36140,60,services,divorced,secondary,no,1608,yes,no,cellular,11,may,186,1,-1,0,unknown
34119,39,housemaid,married,tertiary,no,2990,no,no,telephone,30,apr,127,4,-1,0,unknown
26204,39,services,married,secondary,no,3294,no,yes,cellular,20,nov,116,1,-1,0,unknown
16877,30,technician,married,tertiary,no,179,yes,no,cellular,25,jul,111,2,-1,0,unknown
31569,39,management,married,secondary,no,517,yes,no,cellular,3,apr,240,1,136,5,failure
12649,45,blue-collar,divorced,primary,no,8,no,yes,unknown,4,jul,407,1,-1,0,unknown
30936,54,blue-collar,married,secondary,no,2047,no,no,telephone,9,feb,150,7,194,6,failure
31626,45,blue-collar,married,secondary,no,-73,yes,no,cellular,6,apr,551,3,313,9,failure
32056,62,retired,married,primary,no,1084,no,no,cellular,14,apr,505,1,-1,0,unknown
42010,65,retired,married,secondary,no,1624,no,no,cellular,27,oct,189,2,-1,0,unknown
35142,36,blue-collar,married,secondary,no,975,yes,no,cellular,7,may,186,2,295,1,failure
36942,45,blue-collar,married,unknown,no,23,yes,no,cellular,12,may,134,4,-1,0,unknown
8564,26,technician,married,tertiary,no,-488,yes,no,unknown,3,jun,320,1,-1,0,unknown
34533,24,student,single,secondary,no,547,no,no,telephone,5,may,60,1,-1,0,unknown
28779,46,blue-collar,single,secondary,no,332,no,no,cellular,30,jan,11,4,-1,0,unknown
34920,50,admin.,divorced,secondary,yes,2405,yes,no,cellular,6,may,114,1,287,8,failure
24736,50,technician,married,secondary,no,0,yes,yes,cellular,18,nov,126,2,-1,0,unknown
27653,51,self-employed,married,tertiary,no,2235,no,no,cellular,21,nov,8,3,-1,0,unknown
40219,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success
14636,36,blue-collar,married,secondary,no,0,no,no,cellular,15,jul,794,1,-1,0,unknown
17393,36,technician,divorced,secondary,no,1156,yes,yes,cellular,28,jul,141,7,-1,0,unknown
36507,41,blue-collar,married,secondary,no,-648,yes,no,cellular,12,may,104,3,172,2,failure
44565,34,management,single,secondary,no,524,no,no,unknown,13,aug,9,1,-1,0,unknown
24589,41,management,married,tertiary,no,20,yes,no,cellular,17,nov,99,1,151,2,failure
30253,44,unemployed,married,tertiary,no,17747,yes,no,cellular,5,feb,8,7,-1,0,unknown
15905,32,admin.,single,secondary,no,4344,yes,no,cellular,22,jul,159,3,-1,0,unknown
41924,87,retired,divorced,primary,no,6746,no,no,telephone,21,oct,749,1,-1,0,unknown
1979,57,blue-collar,married,secondary,no,221,yes,no,unknown,9,may,122,2,-1,0,unknown
39780,46,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,1,-1,0,unknown
34121,30,student,single,secondary,no,25,no,no,telephone,30,apr,44,1,-1,0,unknown
35038,35,management,single,tertiary,no,2576,yes,yes,cellular,6,may,136,3,273,4,failure
16824,37,entrepreneur,married,tertiary,no,0,yes,yes,cellular,24,jul,226,6,-1,0,unknown
29856,39,technician,single,secondary,no,935,no,no,cellular,4,feb,78,2,-1,0,unknown
32975,51,blue-collar,married,primary,no,216,yes,no,cellular,17,apr,666,3,274,3,failure
12079,44,admin.,married,secondary,no,10,no,no,unknown,20,jun,52,2,-1,0,unknown
37981,35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,may,251,3,-1,0,unknown
37332,32,management,divorced,tertiary,no,1804,yes,no,cellular,13,may,122,1,355,1,failure
35781,32,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,80,2,-1,0,unknown
9738,44,entrepreneur,married,tertiary,no,31,no,no,unknown,9,jun,467,1,-1,0,unknown
22039,34,technician,single,tertiary,no,19,no,no,cellular,20,aug,345,3,-1,0,unknown
44513,55,technician,married,secondary,no,10185,no,no,cellular,11,aug,248,1,180,4,success
32688,32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure
27902,50,admin.,married,primary,no,495,no,no,cellular,28,jan,93,1,-1,0,unknown
22651,57,retired,married,primary,no,3518,yes,no,cellular,25,aug,626,3,-1,0,unknown
39052,32,admin.,single,secondary,no,92,yes,no,cellular,18,may,110,1,315,2,failure
30981,47,blue-collar,married,secondary,no,0,yes,no,cellular,9,feb,168,4,180,2,other
24354,53,services,married,secondary,no,1364,no,no,cellular,17,nov,508,1,115,1,failure
42311,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure
20769,54,blue-collar,married,secondary,no,3002,no,no,cellular,13,aug,110,4,-1,0,unknown
10643,38,services,divorced,secondary,no,439,no,no,unknown,16,jun,50,1,-1,0,unknown
36913,37,admin.,married,secondary,no,1193,no,no,cellular,12,may,396,2,-1,0,unknown
12164,42,blue-collar,married,secondary,no,525,yes,no,unknown,20,jun,10,6,-1,0,unknown
16267,41,management,married,tertiary,no,-98,yes,yes,cellular,23,jul,244,1,-1,0,unknown
10202,37,admin.,single,secondary,no,1560,yes,no,unknown,11,jun,203,2,-1,0,unknown
15443,30,management,married,tertiary,no,1195,no,no,cellular,18,jul,146,2,-1,0,unknown
33780,59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,172,1,-1,0,unknown
10451,46,technician,married,tertiary,no,4176,yes,no,unknown,12,jun,153,6,-1,0,unknown
